NID,nodeType,Centroid_X,Centroid_Y,gene_1,gene_2,gene_3
1,3,126,309,9,24,1
1,2,75,33,37,23,20
1,3,718,427,7,8,17
1,5,677,722,6,36,23
1,2,327,542,25,29,40
1,7,22,291,37,15,46
1,2,284,368,49,46,32
1,6,153,715,13,44,16
1,3,198,649,34,10,29
1,8,615,764,0,30,3
1,1,331,471,20,34,19
1,10,478,13,44,24,46
1,8,664,153,4,31,10
1,9,143,509,3,45,15
1,1,654,431,22,23,13
1,6,282,432,25,43,28
1,6,337,772,3,46,46
1,2,175,15,37,4,12
1,12,684,641,11,45,37
1,9,299,430,19,30,45
1,3,28,491,30,27,33
1,9,477,286,43,12,10
1,10,469,665,30,10,3
1,7,469,509,44,0,18
1,3,119,234,2,4,6
1,5,460,694,1,49,32
1,4,782,295,9,40,22
1,7,288,759,33,29,35
1,4,131,747,37,26,6
1,3,610,85,10,29,26
1,8,3,468,7,45,47
1,6,437,182,16,1,1
1,9,388,369,21,48,1
1,2,693,371,40,31,11
1,1,723,1,30,29,6
1,4,718,326,39,49,24
1,4,26,724,8,43,30
1,1,574,291,37,38,45
1,2,438,635,19,30,6
1,6,309,647,31,36,4
1,3,161,177,45,45,25
1,1,56,473,22,24,43
1,6,105,237,22,15,31
1,7,245,15,31,37,34
1,6,499,753,23,50,38
1,9,403,602,48,24,13
1,10,615,327,1,30,49
1,3,149,60,18,22,42
1,10,662,255,28,23,43
1,1,519,682,35,8,20
1,9,323,204,42,7,43
1,12,418,195,10,45,28
1,8,718,512,49,20,39
1,9,423,380,13,40,35
1,9,328,469,39,3,29
1,5,495,224,11,37,14
1,10,528,719,28,29,22
1,3,409,178,11,50,30
1,3,223,391,38,43,29
1,2,358,57,12,40,25
1,10,575,77,18,6,31
1,2,674,431,41,14,5
1,2,289,293,22,26,1
1,1,74,696,29,4,45
1,6,383,198,5,12,28
1,5,117,663,30,17,43
1,12,734,268,39,13,25
1,5,346,627,26,38,36
1,4,51,690,46,10,40
1,9,527,201,1,46,16
1,10,281,135,34,44,4
1,4,547,465,17,48,35
1,9,369,16,12,29,10
1,11,131,48,8,21,47
1,3,430,700,31,26,22
1,11,346,569,31,29,13
1,4,325,488,46,40,46
1,11,742,668,32,35,38
1,12,625,595,28,6,48
1,8,527,260,2,42,14
1,11,764,326,46,17,44
1,11,323,171,16,4,20
1,9,128,296,43,47,21
1,2,190,118,5,24,33
1,2,678,10,44,15,15
1,9,214,200,50,4,11
1,1,338,333,6,33,49
1,9,559,239,9,42,0
1,10,389,672,28,6,26
1,2,262,613,45,1,44
1,4,132,654,10,48,13
1,2,553,430,34,5,5
1,10,340,712,3,20,36
1,1,313,321,33,8,4
1,2,504,421,27,22,13
1,7,753,686,18,2,1
1,12,563,263,12,5,8
1,3,441,721,16,32,12
1,10,522,9,36,17,21
1,11,647,633,42,40,41
1,3,158,701,16,19,23
1,1,520,719,12,38,30
1,9,435,78,49,0,29
1,11,522,128,46,13,33
1,5,254,638,22,30,21
1,6,14,350,26,42,6
1,11,234,445,39,22,25
1,9,304,91,12,23,38
1,4,126,74,26,13,17
1,2,442,66,44,2,26
1,9,765,39,46,5,32
1,8,52,642,37,22,32
1,12,470,679,36,43,26
1,8,632,133,46,9,38
1,11,167,583,1,16,22
1,6,758,50,31,15,16
1,8,2,79,31,2,29
1,2,97,89,29,39,30
1,6,486,257,4,19,25
1,8,598,710,20,28,48
1,11,693,638,16,27,48
1,6,554,186,16,39,22
1,3,719,166,24,43,20
1,5,435,668,9,35,35
1,4,77,501,15,30,45
1,10,186,754,49,20,4
1,1,422,735,15,37,32
1,12,232,34,49,12,50
1,7,183,291,48,8,9
1,1,455,391,43,45,15
1,10,394,621,34,4,46
1,5,209,542,2,28,17
1,2,25,480,1,17,18
1,10,294,186,12,45,26
1,3,346,411,3,11,18
1,1,388,152,16,12,32
1,4,155,491,12,21,47
1,12,774,588,27,29,23
1,5,427,470,18,37,13
1,6,274,295,5,34,35
1,7,480,320,48,27,25
1,12,595,20,38,32,46
1,5,769,615,17,43,39
1,7,178,779,42,9,13
1,8,502,112,36,36,33
1,1,741,185,46,34,38
1,5,737,448,38,21,48
1,6,268,398,8,24,8
1,5,130,328,26,38,20
1,4,618,426,22,38,48
1,3,330,342,37,36,13
1,3,771,461,14,35,30
1,4,720,231,29,18,36
1,6,782,444,30,45,45
1,5,741,396,1,38,32
1,5,307,313,17,3,21
1,1,610,364,41,1,24
1,7,481,44,0,38,19
1,12,707,422,30,33,39
1,9,226,32,30,12,26
1,11,710,660,20,22,7
1,9,192,483,35,32,10
1,4,39,240,30,18,14
1,8,752,637,29,19,34
1,5,92,382,25,27,13
1,5,192,57,10,27,10
1,12,445,11,8,19,1
1,3,296,270,47,19,12
1,3,277,283,2,6,17
1,6,693,704,45,5,37
1,12,268,743,22,36,2
1,11,7,502,21,33,6
1,3,35,99,46,20,23
1,8,583,369,22,19,43
1,2,159,470,23,41,30
1,10,319,183,1,6,48
1,7,305,372,33,42,32
1,5,22,540,15,40,27
1,3,187,60,10,1,49
1,8,162,547,13,11,19
1,4,13,167,32,41,4
1,9,648,770,40,20,5
1,10,460,349,49,3,35
1,5,557,782,20,16,50
1,4,325,618,31,49,6
1,8,695,380,22,40,21
1,8,632,473,4,1,40
1,4,166,294,12,48,44
1,1,393,766,18,20,43
1,5,255,661,15,35,44
1,3,323,308,7,12,10
1,1,226,443,36,41,16
1,6,611,521,10,2,12
1,10,144,514,25,44,45
1,1,332,501,12,8,4
1,8,641,473,42,20,7
1,7,152,667,2,27,39
1,1,303,401,33,22,13
1,6,125,356,48,30,9
1,3,690,426,40,14,31
1,3,95,740,3,15,49
1,6,414,417,43,20,17
1,8,388,134,29,25,41
1,9,668,586,38,40,35
1,5,310,93,12,20,1
1,6,6,352,29,26,14
1,8,257,574,37,21,29
1,3,757,547,36,1,45
1,8,679,265,20,22,9
1,4,507,707,21,20,46
1,10,11,422,40,5,16
1,10,56,63,1,37,28
1,11,85,192,49,20,44
1,4,687,161,14,21,7
1,5,118,657,50,22,5
1,4,712,53,44,8,35
1,4,89,587,6,2,39
1,2,449,304,40,43,45
1,2,405,202,18,39,11
1,6,148,398,48,20,47
1,11,635,284,22,42,24
1,1,128,719,28,29,6
1,4,1,199,36,15,21
1,3,224,587,19,32,12
1,8,3,619,47,34,22
1,5,728,711,30,4,15
1,2,398,597,48,21,36
1,5,99,15,5,1,5
1,9,652,104,32,8,25
1,11,570,583,23,13,16
1,5,433,399,7,3,18
1,3,265,156,31,1,46
1,6,41,568,12,49,42
1,2,309,506,16,31,41
1,2,549,542,1,7,6
1,10,181,508,7,47,35
1,1,489,653,19,9,5
1,9,745,496,49,45,44
1,3,24,284,22,28,33
1,2,250,542,22,9,6
1,10,361,319,33,17,26
1,3,289,696,16,12,35
1,6,508,718,3,20,38
1,8,241,712,25,19,22
1,4,724,659,8,40,21
1,4,292,142,12,40,29
1,8,71,138,11,47,22
1,3,511,573,5,37,19
1,9,337,27,18,42,28
1,9,49,603,8,46,4
1,10,623,490,0,1,21
1,10,760,300,4,17,45
1,12,270,672,25,30,25
1,10,631,241,49,45,22
1,10,385,180,25,31,17
1,12,567,778,41,49,50
1,1,188,107,25,25,9
1,9,141,606,40,9,28
1,5,89,380,9,18,31
1,2,75,753,4,26,50
1,10,52,350,3,37,12
1,3,670,501,43,41,31
1,3,40,127,38,48,3
1,12,278,105,40,26,4
1,12,355,549,8,8,4
1,1,647,601,22,3,9
1,4,256,62,7,19,3
1,3,12,564,19,43,5
1,9,21,245,25,31,48
1,1,727,100,14,13,1
1,7,243,214,11,44,46
1,11,29,679,48,46,20
1,4,724,728,8,38,24
1,1,205,186,46,27,50
1,8,99,30,31,8,44
1,2,102,632,6,36,44
1,1,572,485,24,34,17
1,1,740,607,15,11,22
1,4,306,752,49,49,5
1,1,580,596,24,16,22
1,11,502,768,14,8,13
1,2,144,444,33,27,18
1,6,288,240,9,41,10
1,6,549,502,35,3,21
1,9,731,218,37,43,14
1,8,369,205,43,25,4
1,4,679,732,39,45,49
1,4,468,16,46,50,0
1,10,569,109,48,15,23
1,1,632,87,28,28,13
1,10,592,590,13,48,21
1,8,682,460,22,2,24
1,5,764,129,16,23,33
1,3,593,261,41,5,34
1,9,322,564,28,30,29
1,11,309,504,45,31,40
1,11,692,601,7,43,37
1,3,682,215,8,2,44
1,11,571,701,13,49,12
1,12,144,652,8,48,17
1,11,1,9,33,3,17
1,2,179,526,11,21,2
1,10,613,531,0,43,38
1,1,164,286,37,21,28
1,12,375,99,4,18,13
1,12,47,543,43,6,23
1,1,334,281,41,42,35
1,9,422,276,10,49,36
1,9,591,479,21,36,27
1,12,349,338,11,5,7
1,10,619,291,15,45,9
1,7,532,303,33,3,7
1,2,304,146,28,22,40
1,2,486,366,14,40,18
1,6,394,351,2,16,2
1,11,434,575,42,25,37
1,4,114,16,10,42,15
1,10,600,411,17,35,14
1,2,240,533,17,15,40
1,7,246,712,28,44,38
1,7,440,175,40,27,13
1,4,531,609,28,46,21
1,9,777,443,23,19,18
1,5,292,541,48,15,25
1,12,128,477,8,43,47
1,12,55,539,21,39,30
1,8,767,316,2,45,36
1,6,614,152,31,26,41
1,7,460,743,10,43,27
1,8,178,652,23,15,31
1,4,702,597,12,22,3
1,3,61,389,12,36,37
1,9,266,732,25,13,22
1,2,689,272,39,37,40
1,5,48,320,38,44,40
1,6,759,615,29,20,26
1,8,17,108,8,3,25
1,7,212,508,31,11,9
1,2,395,654,38,47,12
1,10,387,13,41,35,12
1,9,31,738,49,21,29
1,3,563,240,4,9,19
1,3,394,275,6,49,48
1,4,551,335,4,40,15
1,9,29,696,33,0,47
1,2,71,611,33,19,8
1,4,254,115,4,19,33
1,2,180,82,35,3,33
1,3,729,631,45,28,17
1,9,234,35,42,34,21
1,4,432,58,14,49,47
1,4,40,752,16,22,13
1,3,205,183,43,4,16
1,9,301,444,38,41,1
1,7,709,478,10,31,3
1,10,654,267,50,41,49
1,12,246,287,45,40,25
1,4,655,77,38,6,23
1,1,653,70,35,19,16
1,12,354,621,47,49,42
1,9,31,192,18,24,3
1,2,509,399,35,21,24
1,10,606,775,24,38,26
1,3,730,267,28,43,0
1,1,85,401,7,36,16
1,7,521,64,30,6,45
1,3,603,731,35,21,11
1,3,164,489,4,9,16
1,12,57,180,24,12,36
1,4,140,362,35,23,4
1,7,171,318,22,1,49
1,2,385,52,38,9,1
1,10,638,114,37,23,46
1,6,285,40,2,26,27
1,1,716,372,48,45,38
1,4,426,228,5,37,16
1,1,288,123,13,44,9
1,5,481,674,27,32,1
1,8,234,749,46,44,29
1,6,407,387,46,25,50
1,1,391,682,46,29,0
1,3,95,763,21,1,19
1,4,638,399,38,38,31
1,2,569,111,21,28,21
1,6,437,760,41,50,21
1,5,7,698,2,4,40
1,2,540,696,16,5,36
1,10,479,455,7,45,8
1,8,287,732,22,14,15
1,5,588,397,45,36,26
1,1,21,366,30,32,39
1,3,710,158,47,28,1
1,2,550,621,46,21,6
1,6,190,279,11,37,14
1,2,461,232,31,25,47
1,8,541,438,48,29,36
1,2,602,763,30,9,37
1,2,198,186,29,13,15
1,5,614,464,3,31,4
1,8,567,270,40,28,35
1,6,781,86,43,38,36
1,7,663,630,44,38,26
1,6,431,47,45,3,11
1,1,296,272,12,0,13
1,1,548,704,34,34,23
1,8,738,516,21,44,27
1,8,485,407,2,11,32
1,3,578,433,1,12,37
1,7,98,78,24,12,44
1,8,194,83,19,31,34
1,2,624,340,1,31,40
1,6,365,369,10,34,12
1,1,466,175,3,8,48
1,3,96,165,8,19,9
1,3,100,705,11,13,36
1,7,733,761,18,18,44
1,8,764,498,1,34,3
1,4,547,268,16,10,40
1,8,500,117,38,31,18
1,8,743,366,14,20,41
1,6,534,328,13,45,35
1,3,108,717,5,48,47
1,9,635,57,35,6,3
1,3,28,672,40,30,8
1,9,508,713,27,11,15
1,8,171,723,3,2,13
1,11,88,742,34,24,29
1,3,749,94,38,9,21
1,7,649,29,40,3,34
1,1,661,519,36,28,37
1,3,361,530,24,19,39
1,5,709,689,4,3,47
1,6,564,358,45,35,13
1,3,487,501,6,50,0
1,3,261,322,47,34,1
1,12,40,7,49,41,42
1,7,530,416,41,43,44
1,4,375,569,18,12,45
1,7,476,93,19,14,21
1,5,671,592,37,5,28
1,8,481,465,22,26,3
1,6,295,404,37,31,45
1,4,701,421,11,36,14
1,5,762,420,6,1,5
1,9,392,675,42,9,31
1,8,707,134,46,8,32
1,11,328,257,16,38,24
1,10,585,484,32,30,47
1,6,464,157,13,38,47
1,11,706,514,36,24,25
1,9,528,141,6,18,20
1,4,525,613,30,36,12
1,10,73,324,3,48,40
1,9,338,401,20,44,35
1,2,133,304,1,31,46
1,9,84,309,14,30,29
1,5,211,172,50,15,23
1,3,751,254,19,33,23
1,1,241,716,14,31,39
1,3,411,186,46,17,20
1,11,95,213,37,28,47
1,2,63,227,44,27,43
1,8,97,508,10,25,26
1,5,123,486,24,22,22
1,4,420,399,19,18,35
1,3,773,518,23,7,4
1,2,87,221,5,10,37
1,2,133,95,4,7,25
1,5,569,740,2,7,4
1,6,238,650,5,19,42
1,2,547,752,48,30,26
1,3,367,530,38,2,42
1,3,659,599,14,9,11
1,7,286,336,46,15,43
1,1,263,721,35,4,41
1,1,710,390,38,24,19
1,9,29,443,45,20,10
1,2,524,720,49,21,33
1,4,183,387,11,31,24
1,6,711,233,23,44,23
1,2,130,697,39,4,31
1,7,308,648,28,18,49
1,4,504,389,4,8,47
1,4,733,732,34,41,37
1,3,528,191,27,22,23
1,9,408,126,8,10,14
1,3,333,194,32,24,49
1,3,702,301,14,21,10
1,9,468,307,35,29,39
1,4,282,457,19,21,38
1,8,566,509,41,16,29
1,1,722,109,23,32,2
1,7,585,420,31,50,10
1,12,302,258,2,31,9
1,6,67,551,18,33,6
1,6,598,427,33,47,38
1,8,575,55,9,28,49
1,8,594,320,24,18,37
1,2,341,501,28,40,7
1,8,600,378,11,13,43
1,12,83,112,39,5,32
1,8,502,666,12,7,3
1,3,743,301,43,49,39
1,4,476,270,5,50,17
1,1,271,479,39,33,24
1,2,372,562,26,15,5
1,7,624,391,8,33,38
1,12,238,295,43,15,41
1,2,495,144,39,7,7
1,5,277,501,13,36,22
1,12,775,685,34,3,39
1,10,615,740,4,4,1
1,2,41,24,36,28,7
1,3,58,767,11,24,41
1,5,250,442,42,21,19
1,6,350,705,4,25,28
1,6,506,484,35,28,28
1,6,283,496,4,43,25
1,9,739,593,47,13,28
1,4,455,253,38,5,7
1,8,711,169,10,1,3
1,1,200,339,29,24,43
1,3,539,313,12,28,23
1,3,536,608,30,31,19
1,8,407,602,40,41,15
1,9,628,717,40,8,18
1,11,775,476,25,32,44
1,2,55,138,30,34,30
1,10,92,284,5,49,5
1,12,670,696,30,44,19
1,3,180,39,23,24,3
1,2,462,92,21,30,46
1,1,133,454,37,3,42
1,4,104,757,31,45,23
1,6,453,323,31,8,20
1,4,518,765,38,12,19
1,5,651,242,32,48,31
1,11,658,361,13,4,14
1,9,206,276,24,13,8
1,8,438,362,26,12,25
1,5,694,144,1,25,40
1,3,219,679,12,45,37
1,2,68,285,48,3,35
1,6,279,84,49,30,21
1,12,118,571,43,33,3
1,11,16,617,37,2,30
1,1,239,722,39,36,10
1,3,322,609,44,21,16
1,6,637,357,6,49,3
1,7,448,573,47,16,44
1,5,584,285,35,6,33
1,8,560,720,16,33,36
1,3,324,74,11,31,23
1,1,512,0,29,23,32
1,2,754,452,31,34,4
1,7,348,521,39,50,15
1,12,724,195,13,19,8
1,7,656,260,48,13,8
1,5,720,618,1,44,29
1,6,369,689,39,38,21
1,4,573,414,25,17,44
1,8,460,243,38,47,41
1,5,767,187,50,24,42
1,1,247,640,19,3,27
1,5,165,669,19,36,23
1,2,248,145,43,5,47
1,7,277,552,33,12,13
1,2,168,629,1,11,18
1,9,197,706,44,24,26
1,9,371,32,40,19,41
1,4,679,8,41,20,21
1,1,739,219,2,25,31
1,8,71,112,27,42,31
1,1,558,383,38,43,33
1,4,213,382,47,40,27
1,7,34,630,37,13,44
1,11,431,672,26,32,1
1,1,435,356,30,30,25
1,8,280,84,36,31,35
1,6,561,403,44,9,21
1,9,111,267,14,44,14
1,1,146,86,36,13,21
1,1,7,330,16,34,38
1,4,618,654,11,29,27
1,2,607,424,16,46,6
1,4,466,646,29,44,21
1,5,143,642,19,47,18
1,6,491,440,12,36,23
1,1,745,629,32,48,49
1,4,25,601,49,8,21
1,3,768,505,5,9,24
1,1,421,716,36,33,31
1,3,677,361,12,17,47
1,12,564,611,39,5,39
1,1,222,209,27,7,2
1,6,221,336,22,15,49
1,8,91,648,2,19,18
1,5,734,457,10,31,30
1,5,418,10,26,9,16
1,7,298,2,35,4,3
1,10,666,302,26,23,9
1,11,349,688,20,23,2
1,2,576,326,39,35,4
1,2,94,150,17,45,22
1,4,766,396,36,43,23
1,6,130,297,7,29,17
1,1,96,426,27,0,43
1,3,196,447,3,43,22
1,11,776,495,28,45,36
1,2,37,272,12,21,3
1,4,400,651,16,40,21
1,3,432,745,31,32,47
1,8,273,365,20,23,46
1,8,332,675,46,23,39
1,7,775,521,25,24,48
1,11,279,284,13,1,47
1,3,209,711,25,3,36
1,1,162,502,37,22,39
1,6,148,28,1,4,27
1,11,88,354,17,31,6
1,4,556,237,48,33,9
1,7,749,508,38,13,9
1,9,759,355,6,35,3
1,7,276,306,48,26,8
1,7,525,266,43,13,37
1,1,752,655,42,7,16
1,2,397,141,33,13,45
1,11,271,686,49,49,5
1,11,465,570,6,16,27
1,2,152,704,46,16,2
1,2,679,452,45,39,36
1,7,311,88,9,33,47
1,6,182,194,29,30,32
1,5,537,765,24,24,40
1,4,561,748,37,13,33
1,3,661,266,15,21,6
1,9,404,323,34,12,41
1,12,111,705,18,18,10
1,3,313,86,35,20,37
1,11,386,429,15,35,47
1,2,96,546,36,18,6
1,5,206,166,44,14,12
1,9,668,377,32,3,34
1,4,285,216,16,40,46
1,3,284,668,23,50,44
1,12,218,508,24,35,8
1,11,758,100,48,2,26
1,8,62,197,11,37,1
1,1,225,713,31,6,29
1,1,10,601,19,15,31
1,5,469,459,31,10,29
1,3,728,414,29,36,41
1,2,176,323,30,11,21
1,1,526,439,42,40,29
1,9,229,247,13,49,9
1,8,590,463,0,38,22
1,3,779,672,43,41,48
1,9,212,276,40,6,17
1,4,510,479,1,33,5
1,1,756,276,48,12,4
1,1,344,155,8,18,16
1,4,333,624,12,19,10
1,4,146,96,47,39,11
1,7,163,20,21,12,11
1,4,491,131,16,38,24
1,5,623,76,10,39,3
1,3,467,487,46,5,14
1,2,683,442,18,13,19
1,5,325,232,33,47,22
1,7,413,391,12,9,33
1,4,671,197,32,34,12
1,3,92,154,45,13,31
1,3,277,139,9,2,37
1,11,664,685,34,8,32
1,10,559,229,10,14,13
1,11,721,550,44,31,32
1,2,382,41,40,19,0
1,5,62,668,12,19,49
1,4,376,342,35,12,36
1,2,94,588,28,6,43
1,1,770,549,25,31,47
1,6,437,424,30,47,33
1,6,132,740,24,21,11
1,10,526,407,17,30,29
1,6,164,630,29,41,10
1,1,119,771,13,29,7
1,2,461,332,11,9,37
1,3,600,307,40,23,35
1,2,85,63,15,17,3
1,1,563,602,15,22,36
1,8,604,738,20,12,4
1,10,752,34,27,35,15
1,7,311,491,12,8,48
1,4,738,375,17,7,3
1,8,476,311,46,29,30
1,4,338,757,46,47,35
1,4,55,754,11,14,26
1,11,700,387,27,41,2
1,12,45,321,4,9,27
1,1,84,47,2,10,30
1,7,340,274,1,48,32
1,9,736,668,40,3,15
1,4,405,735,43,45,40
1,11,221,163,22,22,15
1,4,14,348,4,47,13
1,1,668,667,20,18,20
1,1,542,425,38,14,18
1,1,209,252,15,1,29
1,4,541,357,28,27,21
1,1,222,102,34,3,41
1,2,336,425,11,21,32
1,1,84,330,49,33,32
1,4,252,455,12,20,29
1,1,215,228,39,42,47
1,12,455,157,44,12,49
1,12,97,756,8,18,28
1,11,428,177,29,38,2
1,1,324,441,42,42,33
1,3,625,653,31,24,31
1,7,302,337,23,12,25
1,12,629,770,39,35,30
1,4,459,701,0,16,15
1,12,265,514,5,44,11
1,4,570,476,46,29,26
1,10,82,517,19,15,23
1,12,205,150,38,19,36
1,4,124,167,43,23,43
1,1,60,483,27,39,0
1,4,730,59,24,8,30
1,11,16,618,9,6,9
1,4,771,580,40,11,12
1,11,19,72,34,37,50
1,5,412,177,5,43,19
1,4,580,437,44,47,46
1,2,632,574,7,9,35
1,8,697,378,14,17,1
1,3,149,710,46,34,19
1,5,194,706,33,7,13
1,9,572,639,4,36,40
1,8,483,541,8,21,39
1,9,511,26,13,2,17
1,4,498,713,28,1,18
1,1,310,461,11,28,30
1,6,725,111,35,7,39
1,2,174,438,30,42,8
1,4,505,35,22,3,44
1,12,411,635,11,24,39
1,7,390,160,36,26,8
1,1,20,646,23,34,14
1,5,288,274,48,37,36
1,3,666,307,40,10,31
1,9,356,754,26,2,17
1,1,250,469,12,41,24
1,7,342,240,11,15,4
1,11,205,148,35,18,22
1,8,628,397,19,9,3
1,7,223,58,4,40,19
1,11,613,502,26,14,4
1,1,319,610,23,7,49
1,11,585,456,20,12,10
1,3,52,218,6,26,18
1,9,114,647,35,46,35
1,1,633,383,7,37,9
1,1,504,685,10,10,13
1,8,338,107,2,47,37
1,5,640,334,30,20,1
1,4,754,528,2,11,16
1,4,672,73,31,39,33
1,5,80,711,6,19,36
1,1,756,197,10,8,41
1,4,361,528,1,27,24
1,2,552,441,22,18,28
1,6,63,296,43,42,40
1,6,103,224,9,41,22
1,9,570,217,9,30,47
1,2,268,354,29,16,30
1,10,6,562,45,21,22
1,6,99,269,0,8,43
1,1,26,103,0,41,3
1,2,660,695,39,42,42
1,3,72,352,47,34,34
1,6,515,243,4,37,26
1,2,403,31,44,3,1
1,7,430,296,36,19,14
1,7,95,36,39,47,30
1,1,40,69,22,18,50
1,7,528,490,9,10,8
1,11,157,338,2,45,3
1,7,503,205,16,26,40
1,10,57,260,19,31,28
1,4,528,310,31,38,29
1,4,20,290,49,21,37
1,1,442,765,14,26,27
1,8,440,513,41,42,39
1,12,591,327,13,25,12
1,12,515,615,41,46,40
1,7,430,316,39,26,43
1,3,365,515,1,18,17
1,11,170,45,12,37,39
1,2,503,489,12,48,35
1,5,160,75,39,41,48
1,4,633,110,12,18,16
1,10,506,595,44,10,11
1,2,524,356,26,10,13
1,12,296,777,49,28,26
1,10,679,286,6,36,48
1,8,93,281,19,22,29
1,2,734,427,3,7,33
1,3,685,267,40,21,7
1,5,461,417,41,10,25
1,7,33,97,10,44,42
1,3,765,87,16,6,32
1,1,540,233,3,36,6
1,7,410,423,24,12,13
1,3,525,453,43,9,9
1,2,625,743,46,1,15
1,7,123,737,43,35,31
1,1,325,612,38,30,32
1,4,293,235,48,12,14
1,10,645,452,16,45,6
1,8,437,530,43,50,49
1,9,511,400,29,15,19
1,5,570,359,20,14,35
1,12,216,447,45,30,21
1,8,771,314,8,19,35
1,4,670,39,26,12,2
1,4,265,435,8,39,13
1,5,685,698,42,30,15
1,10,456,627,48,37,19
1,8,495,238,4,8,39
1,2,82,470,38,25,39
1,5,714,64,25,37,3
1,4,731,576,25,33,27
1,1,766,36,7,41,9
1,2,537,99,47,10,4
1,5,703,38,34,46,2
1,8,658,517,10,45,33
1,12,174,571,31,7,1
1,11,737,271,30,40,17
1,5,749,574,8,47,42
1,4,788,91,36,3,19
1,11,341,343,50,37,25
1,6,54,588,43,40,17
1,6,120,644,16,36,17
1,7,322,524,28,16,44
1,12,75,624,34,32,8
1,8,407,455,35,6,20
1,10,342,27,31,24,32
1,2,42,553,17,2,17
1,12,684,222,23,34,30
1,11,447,633,39,37,7
1,3,621,93,37,13,48
1,1,292,515,49,43,7
1,5,36,769,19,46,13
1,7,677,679,11,43,8
1,12,100,603,10,17,49
1,8,531,451,38,36,0
1,1,582,545,16,49,7
1,5,485,682,1,34,45
1,8,114,46,29,33,21
1,5,673,283,18,34,33
1,11,167,236,26,43,44
1,6,243,309,34,46,25
1,5,186,551,6,11,33
1,2,704,675,15,49,47
1,11,1,638,16,17,34
1,4,492,40,34,21,14
1,1,92,255,34,13,14
1,8,531,266,33,1,26
1,12,491,760,7,35,7
1,2,129,442,4,40,36
1,7,197,413,36,44,27
1,1,609,761,21,50,33
1,2,738,385,41,27,13
1,3,541,479,34,33,35
1,3,588,375,16,38,18
1,5,112,401,6,21,7
1,10,524,401,22,9,8
1,7,193,156,24,24,12
1,12,361,665,24,10,22
1,8,347,351,41,43,46
1,7,241,707,32,41,18
1,7,195,249,50,11,33
1,10,73,279,28,17,6
1,2,139,449,39,25,44
1,4,63,458,36,44,3
1,5,206,534,20,33,32
1,1,504,709,29,29,1
1,4,29,120,36,40,12
1,11,492,763,10,7,2
1,3,627,693,9,23,36
1,10,80,175,25,12,1
1,3,178,388,2,24,25
1,6,602,590,13,46,36
1,7,54,261,41,40,19
1,5,571,93,17,41,37
1,7,184,214,11,9,14
1,12,355,428,37,26,11
1,1,708,129,13,39,39
1,6,626,773,1,35,49
1,10,51,299,44,49,41
1,10,335,715,13,47,30
1,4,92,320,33,15,13
1,4,558,83,21,49,21
1,5,268,744,10,21,26
1,6,409,248,3,24,38
1,11,214,120,19,41,43
1,7,424,439,48,42,18
1,5,774,225,4,34,47
1,3,747,39,28,22,3
1,12,190,179,3,36,39
1,8,450,688,1,37,36
1,1,618,41,2,11,15
1,5,57,735,1,47,5
1,11,370,53,48,2,32
1,3,329,407,36,1,20
1,9,13,374,29,19,32
1,4,18,777,8,29,29
1,10,209,380,10,27,23
1,7,713,76,12,47,12
1,12,438,729,2,47,19
1,6,680,704,48,13,18
1,6,223,220,31,9,41
1,5,677,250,30,49,17
1,11,160,623,35,11,25
1,8,534,11,2,19,3
1,3,545,695,36,23,12
1,7,241,652,23,2,23
1,6,179,584,6,7,42
1,3,50,335,42,16,35
1,12,97,92,17,8,0
1,8,376,106,8,18,46
1,9,145,468,2,11,5
1,11,456,372,47,20,20
1,4,379,125,41,6,8
1,10,445,135,19,31,45
1,10,335,58,23,49,18
1,6,678,562,21,40,46
1,12,772,176,33,23,6
1,1,54,83,14,22,13
1,12,71,716,10,29,7
1,8,416,102,15,30,49
1,7,680,34,31,19,29
1,1,391,614,29,32,28
1,4,762,323,16,47,45
1,5,673,113,32,42,19
1,8,13,284,19,48,40
1,2,67,57,5,21,41
1,4,606,275,45,49,13
1,9,409,160,19,19,18
1,12,677,720,41,41,31
1,5,276,771,2,17,21
1,2,248,202,40,42,45
1,11,559,479,38,28,30
1,5,316,55,35,44,38
1,9,659,522,33,48,5
1,3,697,168,12,20,37
1,7,618,369,5,49,18
1,9,526,577,34,46,20
1,6,512,562,43,38,44
1,5,33,491,40,31,28
1,7,144,758,10,14,12
1,4,89,453,4,45,13
1,1,539,445,2,5,23
1,6,480,652,6,48,5
1,9,41,425,27,2,15
1,8,260,299,39,31,47
1,6,257,251,21,44,30
1,3,268,601,4,15,22
1,7,574,268,42,20,4
1,5,354,95,2,24,8
1,1,75,234,4,3,37
1,2,678,538,44,18,22
1,8,650,413,3,29,37
1,8,581,500,36,46,49
1,12,185,433,36,26,8
1,12,469,682,11,48,21
1,11,638,82,10,39,14
1,5,373,532,13,20,39
1,6,570,252,8,46,18
1,6,730,726,41,3,24
1,2,601,44,20,41,2
1,1,367,585,15,31,32
1,11,319,263,18,36,46
1,1,254,491,45,26,19
1,5,28,574,19,42,32
1,7,410,517,13,40,9
1,8,280,310,4,45,4
1,2,485,278,30,39,2
1,2,757,756,33,48,28
1,1,782,225,44,42,2
1,9,625,764,17,28,41
1,9,331,82,5,13,46
1,4,653,704,20,15,36
1,6,707,18,33,20,39
1,9,468,710,5,47,13
1,8,628,771,32,9,13
