SID,cellType,Centroid_X,Centroid_Y
1,4,636,782
1,3,473,57
1,4,744,273
1,10,536,234
1,2,665,284
1,4,152,70
1,4,783,618
1,5,552,775
1,9,449,220
1,11,715,577
1,9,450,341
1,12,566,30
1,1,489,215
1,9,53,213
1,5,699,590
1,9,487,578
1,12,501,475
1,12,350,572
1,9,125,629
1,2,664,188
1,9,703,417
1,6,628,710
1,1,263,442
1,4,693,109
1,11,329,755
1,12,597,454
1,10,311,487
1,3,758,422
1,12,399,438
1,1,721,499
1,2,263,575
1,3,678,403
1,6,40,541
1,8,166,714
1,11,135,605
1,1,145,283
1,2,669,282
1,3,441,67
1,9,183,237
1,7,453,457
1,2,219,458
1,7,173,155
1,11,683,255
1,3,567,465
1,3,408,304
1,2,754,382
1,6,741,123
1,2,455,622
1,11,242,179
1,5,505,230
1,9,752,777
1,11,479,166
1,11,694,228
1,1,522,564
1,2,402,541
1,11,582,403
1,6,574,488
1,10,128,334
1,4,698,177
1,9,54,772
1,2,450,51
1,4,395,693
1,3,35,576
1,1,772,204
1,1,518,87
1,2,326,747
1,12,299,253
1,1,608,237
1,1,231,271
1,8,697,573
1,8,769,534
1,10,210,359
1,9,282,586
1,7,535,294
1,10,729,216
1,11,139,587
1,5,86,107
1,2,712,509
1,4,427,329
1,8,150,560
1,11,735,704
1,8,196,132
1,2,644,210
1,10,409,118
1,3,413,143
1,7,275,40
1,10,171,285
1,4,506,396
1,9,398,270
1,11,398,266
1,2,687,702
1,1,303,221
1,10,635,502
1,1,703,516
1,6,332,370
1,2,635,566
1,1,230,69
1,7,590,585
1,6,778,173
1,9,108,319
1,2,396,354
1,7,706,507
1,4,656,782
1,7,420,430
1,11,272,461
1,3,755,467
1,3,76,583
1,12,610,611
1,9,724,203
1,1,273,53
1,11,231,387
1,7,225,204
1,3,773,758
1,5,763,19
1,9,142,83
1,12,433,82
1,11,294,728
1,12,45,631
1,7,734,456
1,3,275,177
1,2,349,576
1,1,110,213
1,5,520,699
1,2,570,369
1,12,586,117
1,9,166,554
1,2,412,30
1,5,426,723
1,3,332,529
1,2,333,781
1,8,284,221
1,3,425,48
1,8,466,707
1,4,597,548
1,1,147,336
1,3,674,52
1,6,535,468
1,7,369,99
1,7,231,192
1,1,667,751
1,2,541,445
1,2,249,349
1,1,625,169
1,8,170,105
1,1,537,480
1,10,558,393
1,3,82,320
1,9,389,143
1,6,670,257
1,1,75,604
1,11,337,362
1,2,451,144
1,11,510,363
1,1,303,427
1,2,517,464
1,2,741,31
1,2,732,289
1,4,151,191
1,10,258,560
1,9,633,157
1,2,738,114
1,6,212,170
1,11,245,426
1,11,446,354
1,10,281,274
1,6,669,200
1,2,700,248
1,4,225,476
1,1,767,161
1,6,417,90
1,5,376,283
1,8,658,167
1,8,384,553
1,11,639,663
1,10,461,466
1,6,269,495
1,5,307,575
1,3,476,765
1,1,276,585
1,4,372,369
1,5,37,107
1,9,609,488
1,3,703,732
1,3,77,557
1,4,260,192
1,9,352,736
1,7,439,69
1,1,504,238
1,8,691,301
1,10,706,529
1,2,764,620
1,3,214,721
1,10,60,223
1,10,772,781
1,3,204,541
1,1,371,12
1,8,390,643
1,5,771,702
1,9,479,629
1,11,378,418
1,5,377,134
1,12,151,612
1,3,404,591
1,4,558,709
1,11,609,595
1,9,490,671
1,2,578,570
1,1,465,347
1,2,20,482
1,2,499,566
1,9,746,160
1,7,762,464
1,11,381,292
1,6,369,581
1,11,509,245
1,7,501,573
1,3,402,763
1,1,356,762
1,8,505,355
1,10,611,237
1,5,299,664
1,2,623,476
1,3,683,492
1,12,56,127
1,1,337,527
1,1,500,605
1,9,654,552
1,5,178,199
1,10,180,225
1,9,234,183
1,3,165,9
1,9,329,519
1,10,250,525
1,1,642,700
1,10,588,635
1,12,617,450
1,7,169,264
1,5,170,332
1,1,196,702
1,10,266,514
1,3,135,437
1,5,58,748
1,10,179,299
1,1,646,155
1,4,77,347
1,1,18,140
1,5,23,184
1,3,603,553
1,10,32,79
1,1,251,698
1,6,137,524
1,12,576,541
1,12,124,304
1,11,255,280
1,12,607,124
1,2,655,80
1,2,216,209
1,4,664,731
1,3,646,370
1,1,358,690
1,11,376,450
1,8,606,221
1,12,625,172
1,12,67,128
1,2,758,321
1,8,99,336
1,4,409,363
1,1,561,726
1,12,43,626
1,11,69,376
1,6,37,34
1,7,168,20
1,7,769,457
1,10,639,28
1,3,482,685
1,7,541,67
1,2,413,102
1,11,554,660
1,10,490,704
1,1,526,159
1,9,462,732
1,12,587,75
1,9,519,207
1,11,669,556
1,8,592,480
1,4,255,504
1,6,75,770
1,4,468,601
1,4,474,25
1,1,598,436
1,11,25,643
1,5,249,764
1,11,737,335
1,1,384,375
1,7,153,364
1,9,21,529
1,9,186,658
1,11,527,23
1,4,334,22
1,4,331,67
1,6,192,444
1,1,134,415
1,10,494,130
1,6,487,511
1,1,267,52
1,7,719,521
1,6,406,67
1,3,81,204
1,12,107,209
1,4,534,778
1,11,326,561
1,9,342,323
1,12,148,601
1,9,280,274
1,7,176,585
1,10,85,588
1,2,707,45
1,8,405,262
1,6,295,328
1,6,365,670
1,5,668,131
1,1,758,109
1,7,283,469
1,3,536,67
1,11,285,709
1,2,683,575
1,2,548,612
1,5,410,650
1,5,198,745
1,2,403,329
1,6,354,778
1,4,522,681
1,7,500,299
1,12,438,586
1,8,735,369
1,6,232,201
1,12,134,128
1,2,431,341
1,5,232,466
1,8,192,401
1,10,31,654
1,8,483,619
1,10,22,45
1,8,188,568
1,12,374,378
1,11,185,703
1,10,585,220
1,5,281,153
1,8,473,239
1,2,469,539
1,3,107,32
1,7,132,361
1,2,573,644
1,7,568,736
1,5,199,258
1,5,397,7
1,1,432,623
1,4,327,307
1,1,49,712
1,3,548,678
1,1,336,589
1,1,96,717
1,2,111,46
1,9,208,483
1,11,635,482
1,12,742,122
1,1,311,3
1,7,142,47
1,11,294,232
1,12,689,618
1,1,510,670
1,8,105,67
1,11,271,530
1,6,628,396
1,2,513,542
1,4,298,49
1,1,32,589
1,6,758,41
1,11,551,400
1,11,376,140
1,3,436,658
1,9,443,626
1,5,1,161
1,5,206,556
1,3,738,113
1,8,407,75
1,1,329,349
1,3,265,418
1,4,225,598
1,1,339,754
1,2,748,440
1,2,767,22
1,11,132,598
1,10,285,393
1,12,678,747
1,10,407,220
1,3,252,603
1,9,455,261
1,1,319,160
1,5,29,379
1,3,538,738
1,9,435,110
1,9,683,361
1,12,670,407
1,8,357,675
1,11,298,524
1,10,108,239
1,1,590,148
1,4,224,269
1,2,115,187
1,12,627,489
1,6,159,211
1,2,175,423
1,12,133,633
1,2,581,580
1,6,311,391
1,2,491,357
1,1,218,134
1,5,601,619
1,5,364,659
1,1,743,695
1,12,157,624
1,2,450,145
1,2,183,145
1,6,492,577
1,8,327,138
1,9,499,476
1,7,311,555
1,2,368,421
1,1,374,89
1,4,384,567
1,3,138,31
1,1,23,578
1,4,315,17
1,12,204,643
1,3,717,321
1,4,351,649
1,6,589,772
1,10,658,604
1,1,226,677
1,4,429,185
1,8,253,520
1,12,688,452
1,6,83,701
1,7,719,619
1,3,512,584
1,2,569,358
1,1,611,78
1,7,90,267
1,11,107,267
1,8,697,17
1,2,118,207
1,7,684,270
1,12,765,437
1,5,284,241
1,12,627,337
1,3,278,238
1,5,769,345
1,1,524,441
1,3,234,131
1,5,288,345
1,7,692,471
1,2,517,314
1,8,113,639
1,2,254,68
1,8,600,642
1,6,485,490
1,7,644,616
1,9,678,25
1,7,33,147
1,8,778,666
1,5,78,284
1,11,506,255
1,6,304,612
1,3,348,702
1,1,354,294
1,12,557,13
1,9,471,125
1,3,144,233
1,10,620,680
1,2,403,519
1,2,128,8
1,7,659,248
1,3,581,203
1,2,383,150
1,3,360,129
1,12,352,417
1,9,711,621
1,2,276,326
1,6,234,226
1,7,672,498
1,10,176,485
1,10,376,272
1,4,572,461
1,9,10,260
1,4,378,677
1,1,750,628
1,6,154,255
1,4,668,284
1,2,518,473
1,11,196,153
1,11,124,370
1,6,332,391
1,11,510,578
1,2,175,648
1,6,102,758
1,2,3,715
1,2,338,411
1,2,408,737
1,11,508,584
1,5,223,762
1,2,64,216
1,10,281,470
1,5,769,51
1,6,466,411
1,8,84,175
1,1,472,477
1,2,192,677
1,10,179,118
1,7,363,679
1,1,177,498
1,7,142,156
1,4,385,440
1,4,7,402
1,6,122,486
1,4,102,742
1,6,637,87
1,6,604,780
1,12,765,458
1,1,488,16
1,11,737,668
1,2,777,240
1,10,332,37
1,10,196,656
1,2,420,306
1,3,474,548
1,7,298,273
1,5,212,46
1,2,113,387
1,2,620,461
1,4,256,80
1,2,662,740
1,12,122,653
1,3,88,442
1,4,572,643
1,6,60,537
1,12,209,188
1,7,18,615
1,8,307,684
1,9,726,249
1,6,720,241
1,3,309,155
1,4,178,777
1,9,352,645
1,1,228,704
1,12,607,600
1,12,271,427
1,11,772,265
1,3,711,675
1,5,116,716
1,3,675,213
1,6,577,183
1,12,163,595
1,3,21,731
1,7,396,771
1,9,730,41
1,8,571,459
1,3,218,236
1,1,487,720
1,5,447,689
1,9,34,444
1,4,58,110
1,1,9,489
1,10,404,529
1,8,26,202
1,10,704,758
1,11,105,20
1,2,562,776
1,7,496,12
1,2,186,749
1,1,81,487
1,9,573,727
1,10,57,24
1,4,354,358
1,10,286,136
1,2,706,764
1,5,88,487
1,10,392,703
1,5,671,507
1,10,400,45
1,9,685,532
1,8,232,755
1,3,194,741
1,11,710,667
1,3,672,156
1,10,601,676
1,3,34,613
1,3,561,549
1,9,39,527
1,2,254,230
1,6,558,687
1,5,299,503
1,7,684,580
1,7,9,600
1,12,394,612
1,2,45,325
1,9,433,488
1,11,384,515
1,8,336,111
1,6,49,748
1,6,515,201
1,3,340,606
1,9,699,214
1,5,511,356
1,9,670,775
1,5,664,612
1,9,325,39
1,12,95,682
1,3,615,781
1,1,391,366
1,8,732,566
1,7,71,142
1,1,382,547
1,12,704,252
1,12,452,603
1,6,44,622
1,2,392,306
1,1,214,319
1,3,25,587
1,1,167,707
1,9,147,428
1,2,724,679
1,6,466,149
1,7,475,718
1,8,87,765
1,4,723,283
1,5,176,780
1,9,263,706
1,9,299,465
1,2,451,23
1,4,146,432
1,11,380,498
1,2,168,321
1,2,60,37
1,5,301,781
1,12,364,100
1,10,689,121
1,2,632,23
1,5,30,86
1,7,659,724
1,9,553,521
1,9,669,618
1,8,180,397
1,4,685,735
1,8,552,730
1,2,185,305
1,3,286,5
1,8,174,162
1,8,56,496
1,1,485,609
1,9,259,312
1,2,473,585
1,4,138,486
1,8,512,463
1,3,279,194
1,5,498,162
1,11,209,460
1,9,515,441
1,7,482,98
1,3,226,605
1,12,55,568
1,7,80,121
1,10,298,32
1,8,178,209
1,4,29,536
1,8,536,327
1,10,64,16
1,5,236,31
1,7,210,281
1,3,482,578
1,6,614,18
1,7,679,251
1,2,111,637
1,1,545,33
1,12,653,450
1,9,162,331
1,1,434,24
1,3,546,608
1,9,556,532
1,9,594,757
1,12,630,467
1,9,142,680
1,8,643,499
1,4,191,714
1,6,707,696
1,6,53,565
1,5,753,52
1,11,112,26
1,8,693,164
1,10,82,147
1,7,17,19
1,10,416,744
1,5,209,150
1,7,316,574
1,4,245,629
1,5,123,673
1,8,186,767
1,7,574,725
1,1,703,566
1,10,666,593
1,1,458,276
1,11,491,549
1,11,461,480
1,9,95,472
1,1,491,495
1,9,82,117
1,1,476,271
1,1,306,606
1,6,701,61
1,8,688,659
1,1,118,764
1,1,712,358
1,8,465,622
1,2,201,576
1,1,342,158
1,12,434,560
1,1,16,249
1,12,170,265
1,1,28,231
1,10,334,131
1,11,332,565
1,2,207,436
1,7,91,752
1,7,678,392
1,2,667,222
1,9,334,128
1,11,734,623
1,3,584,102
1,2,186,771
1,6,332,395
1,6,386,450
1,9,471,495
1,7,352,260
1,9,521,1
1,1,404,546
1,9,425,653
1,2,45,511
1,11,83,495
1,1,152,697
1,1,748,488
1,11,552,184
1,6,39,449
1,1,129,629
1,5,81,688
1,2,774,601
1,7,86,629
1,2,210,298
1,2,766,311
1,2,296,473
1,5,500,251
1,4,142,438
1,12,433,52
1,1,542,164
1,1,654,185
1,5,218,369
1,12,527,772
1,3,526,52
1,5,169,201
1,10,733,63
1,3,614,589
1,5,257,215
1,4,432,364
1,10,62,444
1,1,26,486
1,6,544,357
1,4,305,337
1,2,503,521
1,1,181,378
1,6,587,494
1,6,458,167
1,2,56,382
1,11,572,130
1,10,111,162
1,3,101,209
1,8,446,646
1,8,34,131
1,4,284,263
1,8,127,379
1,7,369,704
1,1,440,364
1,3,634,286
1,4,418,379
1,8,450,599
1,5,368,647
1,11,423,475
1,11,170,146
1,10,279,746
1,12,345,541
1,10,289,364
1,7,552,183
1,9,255,436
1,12,723,541
1,1,303,332
1,2,563,732
1,5,272,435
1,1,48,59
1,6,666,769
1,8,20,25
1,8,58,685
1,11,271,80
1,1,195,366
1,2,782,707
1,8,245,588
1,2,586,512
1,3,237,377
1,1,235,199
1,11,412,664
1,8,0,443
1,6,220,459
1,7,460,293
1,11,762,290
1,8,589,562
1,2,454,200
1,2,101,38
1,7,517,349
1,3,729,25
1,9,113,230
1,1,65,66
1,8,360,533
1,5,657,395
1,12,375,414
1,12,146,498
1,8,372,133
1,4,561,762
1,6,633,50
1,2,770,99
1,3,717,686
1,11,319,684
1,3,339,58
1,10,412,551
1,2,692,269
1,1,543,282
1,12,252,88
1,2,620,564
1,9,238,192
1,9,231,514
1,6,709,208
1,11,254,267
1,3,742,80
1,1,712,503
1,4,5,16
1,2,544,326
1,11,380,59
1,11,237,244
1,3,15,723
1,2,290,51
1,4,319,572
1,3,696,187
1,11,455,76
1,3,728,738
1,8,498,347
1,2,308,286
1,1,247,698
1,7,287,557
1,7,732,292
1,12,649,375
1,1,449,644
1,7,779,124
1,4,504,6
1,4,501,426
1,1,587,125
1,1,744,66
1,9,701,271
1,6,67,442
1,10,130,4
1,8,151,337
1,4,288,691
1,10,569,386
1,12,269,392
1,11,415,463
1,5,288,131
1,1,158,209
1,6,103,240
1,6,119,308
1,2,334,190
1,1,535,548
1,4,628,556
1,1,360,426
1,2,724,157
1,3,778,62
1,4,760,714
1,5,520,384
1,5,360,772
1,3,271,585
1,7,24,147
1,7,67,321
1,7,271,520
1,1,63,301
1,2,758,362
1,1,36,275
1,11,463,684
1,8,543,198
1,10,107,412
1,2,43,750
1,10,186,373
1,12,316,625
1,1,199,25
1,10,480,140
1,10,403,466
1,9,327,201
1,3,535,286
1,3,672,642
1,6,367,600
1,4,665,342
1,10,760,462
1,12,174,68
1,4,13,470
1,1,102,706
1,9,469,452
1,10,782,128
1,1,449,683
1,8,573,399
1,10,710,286
1,10,176,653
1,1,118,446
1,11,284,444
1,5,680,679
1,1,60,98
1,9,441,615
1,6,623,722
1,9,602,33
1,8,477,150
1,8,621,621
1,8,753,373
1,6,113,486
1,1,612,36
1,7,492,644
1,7,720,503
1,9,684,155
1,8,349,223
1,7,138,136
1,9,540,613
1,12,444,159
1,1,56,4
1,10,101,161
1,3,21,117
1,5,255,393
1,2,210,494
1,4,648,188
1,10,518,134
1,5,682,199
1,10,556,332
1,12,566,691
1,11,703,383
1,8,694,719
1,3,328,712
1,7,522,431
1,10,164,478
1,8,648,299
1,5,568,575
1,1,290,582
1,5,88,403
1,10,205,396
1,6,46,175
1,5,81,738
1,1,298,666
1,2,449,95
1,6,531,184
1,5,748,398
1,10,181,763
1,10,691,310
1,11,190,419
1,6,175,255
1,7,757,41
1,7,760,573
1,6,733,560
1,10,526,35
1,3,410,698
1,11,620,146
1,6,517,703
1,8,520,93
1,1,542,782
1,6,4,522
1,5,637,757
1,6,398,178
1,10,206,136
1,4,38,151
1,4,208,670
1,2,502,710
1,11,420,456
1,8,96,573
1,5,351,395
1,10,267,160
1,9,428,698
1,7,716,211
1,1,361,374
1,6,583,223
1,7,452,500
1,11,148,338
1,3,742,605
1,11,135,543
1,1,494,242
1,10,218,178
1,4,462,498
1,4,234,25
1,9,643,374
1,5,703,660
1,4,262,412
1,9,712,226
1,9,193,87
1,1,3,18
1,3,687,188
1,3,110,76
1,8,437,214
1,7,102,476
1,10,253,301
1,1,200,605
1,8,169,616
1,7,724,765
1,3,611,355
1,12,99,186
1,1,397,738
1,6,603,197
1,4,313,606
1,11,551,67
1,5,465,24
1,3,531,269
1,6,115,736
1,9,429,529
1,12,609,381
1,7,602,289
1,10,294,93
1,4,291,61
1,10,503,146
1,4,43,399
1,10,358,514
1,7,321,404
1,3,406,92
1,3,146,592
1,9,467,638
1,3,512,604
1,6,556,572
1,9,660,217
1,4,532,522
1,10,603,443
1,9,24,296
1,10,512,168
1,4,189,491
1,9,737,510
1,1,309,36
1,6,656,539
1,5,247,597
1,6,304,556
1,1,249,501
1,12,557,326
1,2,63,753
1,2,487,192
1,1,281,616
1,1,738,779
1,5,286,702
1,1,383,781
1,3,340,493
1,3,163,507
1,8,185,563
1,8,732,283
1,7,213,408
1,9,45,752
1,11,514,664
1,4,701,69
1,10,146,146
1,1,627,180
1,10,226,414
1,2,499,124
1,11,202,506
1,8,137,288
1,1,169,778
1,3,154,310
1,12,286,16
1,5,60,616
1,2,233,167
1,7,505,778
1,6,360,676
1,6,355,349
1,7,12,672
1,4,434,741
1,1,41,358
1,3,299,288
1,3,609,722
1,6,469,421
1,5,542,384
1,2,380,197
1,5,754,732
1,5,714,278
1,1,601,501
1,2,26,18
1,5,392,71
1,12,711,70
1,4,560,208
1,2,550,344
1,1,165,3
1,7,569,254
1,10,211,76
1,3,336,284
1,7,137,593
1,4,668,113
1,4,112,709
1,2,246,403
1,6,287,312
1,7,647,209
1,5,346,29
1,3,711,289
1,4,435,147
1,1,248,599
1,5,745,581
1,4,371,301
1,9,564,402
1,9,714,494
1,9,285,745
1,1,571,105
1,11,431,412
1,8,321,586
1,9,601,500
1,10,415,141
1,9,105,413
1,2,244,65
1,7,175,22
1,7,296,242
1,9,418,251
1,4,765,748
1,9,175,266
1,6,55,669
1,6,716,400
1,2,178,767
1,2,631,476
1,10,343,280
1,8,612,674
1,2,517,696
1,7,466,427
1,9,780,770
1,4,103,654
1,2,618,376
1,5,136,106
1,1,362,754
1,2,540,366
1,4,8,587
1,1,8,422
1,12,136,576
1,6,450,411
1,4,448,114
1,1,694,581
1,3,367,692
1,5,427,249
1,5,577,545
1,10,106,98
1,9,749,136
1,2,526,132
1,11,568,695
1,4,644,130
1,8,468,575
1,1,723,160
1,3,566,756
1,2,417,77
1,4,236,243
1,1,201,165
1,1,138,734
1,2,295,105
1,4,94,364
1,4,155,254
1,5,280,299
1,1,594,687
1,4,704,586
1,3,297,331
1,2,621,558
1,5,753,541
1,6,480,361
1,5,358,211
1,7,30,308
1,1,769,201
1,2,394,605
1,2,71,609
1,2,32,776
1,1,526,632
1,3,705,331
1,9,453,414
1,6,466,82
1,10,382,316
1,12,297,533
1,1,503,167
1,1,137,176
1,3,536,602
1,5,495,241
1,6,565,754
1,6,13,1
1,8,464,28
1,4,565,545
1,2,705,6
1,2,124,80
1,1,18,616
1,2,246,470
1,12,99,751
1,4,68,392
1,2,508,391
1,3,350,380
1,5,110,518
1,4,322,252
1,1,174,134
1,4,114,137
1,3,688,249
1,9,779,238
1,7,689,103
1,8,351,96
1,8,273,447
1,2,766,490
1,3,19,707
1,10,393,137
1,10,223,107
1,1,660,731
1,11,409,59
1,3,131,640
1,4,325,583
1,4,774,146
1,3,67,497
1,1,504,764
1,8,339,759
1,7,675,715
1,10,511,389
1,9,624,342
1,5,255,191
1,3,660,136
1,12,776,649
1,1,592,211
1,4,53,21
1,9,625,437
1,3,673,312
1,5,93,522
1,2,35,442
1,7,141,38
1,2,341,216
1,2,95,681
1,5,386,754
1,1,150,732
1,3,84,491
1,10,671,657
1,8,351,370
1,10,401,246
1,2,231,99
1,3,289,432
1,3,336,229
1,5,105,257
1,10,570,460
1,7,43,569
1,10,692,74
1,9,692,646
1,2,207,106
1,10,237,214
1,12,663,472
1,12,483,460
1,8,527,646
1,7,617,42
1,1,346,112
1,10,284,315
1,4,620,610
1,3,285,727
1,12,343,403
1,4,520,742
1,4,273,139
1,11,329,231
1,12,194,4
1,9,356,129
1,7,689,537
1,9,9,570
1,1,179,450
1,8,262,246
1,1,379,152
1,12,695,136
1,5,326,5
1,2,78,5
1,7,264,558
1,3,646,650
1,9,568,780
1,2,409,569
1,9,326,174
1,9,167,261
1,4,70,495
1,3,621,358
1,5,318,693
1,1,27,378
1,3,39,114
1,6,66,629
1,6,281,164
1,6,524,367
1,7,498,518
1,8,235,481
1,11,624,184
1,6,709,160
1,1,77,291
1,10,713,261
1,11,703,544
1,6,303,572
1,1,461,394
1,4,402,230
1,1,727,428
1,4,438,162
1,5,403,692
1,7,767,503
1,4,58,315
1,10,676,132
1,11,624,88
1,6,411,736
1,7,599,697
1,1,610,654
1,7,695,745
1,1,174,399
1,1,512,138
1,1,715,44
1,3,545,288
1,3,184,328
1,8,740,376
1,9,670,243
1,6,35,338
1,1,134,689
1,3,397,371
1,10,433,50
1,12,544,188
1,2,692,131
1,12,596,474
1,11,738,111
1,2,610,608
1,4,476,208
1,9,218,363
1,2,523,320
1,2,61,291
1,5,318,27
1,5,481,574
1,11,416,127
1,1,365,685
1,2,527,213
1,11,163,250
1,10,539,68
1,10,383,731
1,5,654,457
1,6,633,569
1,6,493,65
1,12,347,514
1,5,15,694
1,7,779,719
1,6,620,49
1,1,39,324
1,1,606,52
1,1,434,328
1,4,607,386
1,2,269,101
1,1,149,465
1,7,76,735
1,5,524,0
1,2,123,127
1,5,331,481
1,3,85,50
1,5,63,22
1,10,696,456
1,1,519,231
1,10,27,702
1,10,415,608
1,1,473,697
1,2,462,320
1,1,271,24
1,4,17,507
1,2,500,222
1,8,557,683
1,7,348,63
1,2,703,674
1,10,283,568
1,12,485,88
1,4,636,607
1,4,177,415
1,12,347,346
1,12,696,568
1,9,639,751
1,4,72,725
1,1,627,110
1,12,639,732
1,9,459,372
1,12,675,430
1,8,717,361
1,4,190,228
1,4,623,551
1,5,696,238
1,10,429,615
1,9,166,264
1,1,410,471
1,5,34,130
1,2,196,531
1,1,224,350
1,10,301,384
1,8,387,385
1,8,293,583
1,9,660,107
1,1,424,350
1,2,454,231
1,2,456,422
1,3,719,336
1,4,322,697
1,1,137,461
1,6,47,290
1,1,425,8
1,5,186,726
1,6,765,474
1,12,258,771
1,3,437,167
1,3,126,309
1,2,75,33
1,3,718,427
1,5,677,722
1,2,327,542
1,7,22,291
1,2,284,368
1,6,153,715
1,3,198,649
1,8,615,764
1,1,331,471
1,10,478,13
1,8,664,153
1,9,143,509
1,1,654,431
1,6,282,432
1,6,337,772
1,2,175,15
1,12,684,641
1,9,299,430
1,3,28,491
1,9,477,286
1,10,469,665
1,7,469,509
1,3,119,234
1,5,460,694
1,4,782,295
1,7,288,759
1,4,131,747
1,3,610,85
1,8,3,468
1,6,437,182
1,9,388,369
1,2,693,371
1,1,723,1
1,4,718,326
1,4,26,724
1,1,574,291
1,2,438,635
1,6,309,647
1,3,161,177
1,1,56,473
1,6,105,237
1,7,245,15
1,6,499,753
1,9,403,602
1,10,615,327
1,3,149,60
1,10,662,255
1,1,519,682
1,9,323,204
1,12,418,195
1,8,718,512
1,9,423,380
1,9,328,469
1,5,495,224
1,10,528,719
1,3,409,178
1,3,223,391
1,2,358,57
1,10,575,77
1,2,674,431
1,2,289,293
1,1,74,696
1,6,383,198
1,5,117,663
1,12,734,268
1,5,346,627
1,4,51,690
1,9,527,201
1,10,281,135
1,4,547,465
1,9,369,16
1,11,131,48
1,3,430,700
1,11,346,569
1,4,325,488
1,11,742,668
1,12,625,595
1,8,527,260
1,11,764,326
1,11,323,171
1,9,128,296
1,2,190,118
1,2,678,10
1,9,214,200
1,1,338,333
1,9,559,239
1,10,389,672
1,2,262,613
1,4,132,654
1,2,553,430
1,10,340,712
1,1,313,321
1,2,504,421
1,7,753,686
1,12,563,263
1,3,441,721
1,10,522,9
1,11,647,633
1,3,158,701
1,1,520,719
1,9,435,78
1,11,522,128
1,5,254,638
1,6,14,350
1,11,234,445
1,9,304,91
1,4,126,74
1,2,442,66
1,9,765,39
1,8,52,642
1,12,470,679
1,8,632,133
1,11,167,583
1,6,758,50
1,8,2,79
1,2,97,89
1,6,486,257
1,8,598,710
1,11,693,638
1,6,554,186
1,3,719,166
1,5,435,668
1,4,77,501
1,10,186,754
1,1,422,735
1,12,232,34
1,7,183,291
1,1,455,391
1,10,394,621
1,5,209,542
1,2,25,480
1,10,294,186
1,3,346,411
1,1,388,152
1,4,155,491
1,12,774,588
1,5,427,470
1,6,274,295
1,7,480,320
1,12,595,20
1,5,769,615
1,7,178,779
1,8,502,112
1,1,741,185
1,5,737,448
1,6,268,398
1,5,130,328
1,4,618,426
1,3,330,342
1,3,771,461
1,4,720,231
1,6,782,444
1,5,741,396
1,5,307,313
1,1,610,364
1,7,481,44
1,12,707,422
1,9,226,32
1,11,710,660
1,9,192,483
1,4,39,240
1,8,752,637
1,5,92,382
1,5,192,57
1,12,445,11
1,3,296,270
1,3,277,283
1,6,693,704
1,12,268,743
1,11,7,502
1,3,35,99
1,8,583,369
1,2,159,470
1,10,319,183
1,7,305,372
1,5,22,540
1,3,187,60
1,8,162,547
1,4,13,167
1,9,648,770
1,10,460,349
1,5,557,782
1,4,325,618
1,8,695,380
1,8,632,473
1,4,166,294
1,1,393,766
1,5,255,661
1,3,323,308
1,1,226,443
1,6,611,521
1,10,144,514
1,1,332,501
1,8,641,473
1,7,152,667
1,1,303,401
1,6,125,356
1,3,690,426
1,3,95,740
1,6,414,417
1,8,388,134
1,9,668,586
1,5,310,93
1,6,6,352
1,8,257,574
1,3,757,547
1,8,679,265
1,4,507,707
1,10,11,422
1,10,56,63
1,11,85,192
1,4,687,161
1,5,118,657
1,4,712,53
1,4,89,587
1,2,449,304
1,2,405,202
1,6,148,398
1,11,635,284
1,1,128,719
1,4,1,199
1,3,224,587
1,8,3,619
1,5,728,711
1,2,398,597
1,5,99,15
1,9,652,104
1,11,570,583
1,5,433,399
1,3,265,156
1,6,41,568
1,2,309,506
1,2,549,542
1,10,181,508
1,1,489,653
1,9,745,496
1,3,24,284
1,2,250,542
1,10,361,319
1,3,289,696
1,6,508,718
1,8,241,712
1,4,724,659
1,4,292,142
1,8,71,138
1,3,511,573
1,9,337,27
1,9,49,603
1,10,623,490
1,10,760,300
1,12,270,672
1,10,631,241
1,10,385,180
1,12,567,778
1,1,188,107
1,9,141,606
1,5,89,380
1,2,75,753
1,10,52,350
1,3,670,501
1,3,40,127
1,12,278,105
1,12,355,549
1,1,647,601
1,4,256,62
1,3,12,564
1,9,21,245
1,1,727,100
1,7,243,214
1,11,29,679
1,4,724,728
1,1,205,186
1,8,99,30
1,2,102,632
1,1,572,485
1,1,740,607
1,4,306,752
1,1,580,596
1,11,502,768
1,2,144,444
1,6,288,240
1,6,549,502
1,9,731,218
1,8,369,205
1,4,679,732
1,4,468,16
1,10,569,109
1,1,632,87
1,10,592,590
1,8,682,460
1,5,764,129
1,3,593,261
1,9,322,564
1,11,309,504
1,11,692,601
1,3,682,215
1,11,571,701
1,12,144,652
1,11,1,9
1,2,179,526
1,10,613,531
1,1,164,286
1,12,375,99
1,12,47,543
1,1,334,281
1,9,422,276
1,9,591,479
1,12,349,338
1,10,619,291
1,7,532,303
1,2,304,146
1,2,486,366
1,6,394,351
1,11,434,575
1,4,114,16
1,10,600,411
1,2,240,533
1,7,246,712
1,7,440,175
1,4,531,609
1,9,777,443
1,5,292,541
1,12,128,477
1,12,55,539
1,8,767,316
1,6,614,152
1,7,460,743
1,8,178,652
1,4,702,597
1,3,61,389
1,9,266,732
1,2,689,272
1,5,48,320
1,6,759,615
1,8,17,108
1,7,212,508
